asset_id,asset_type,site_name,state,county,latitude,longitude,geometry_precision,primary_material,critical_materials,dominant_raws_profile,asset_status,rank_score,presence_count,production_present_flag,resources_present_flag,total_reported_direct_emissions_mtco2e,iron_and_steel_production_emissions_mtco2e,reporting_year,source_dataset,source_detail,mineral_system,deposit_type,focus_area,production_text,resources_text,source_summary,source_link,ghgrp_facility_id,ghgrp_frs_id,ghgrp_address,ghgrp_primary_naics_code,ghgrp_subparts,ghgrp_sector
ore-669,ore_site,Unnamed vanadium site 669,CO,,38.05211,-108.75894,point,vanadium,vanadium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Meteoric recharge,Sandstone uranium,Colorado Plateau sandstone uranium,None.,"Measured resources: 72,120 short tons @0.19% U3O8 and 0.95% V2O5. Indicated resources: 58,020 short tons @0.18% U3O8 and 0.90% V2O5. Combined Measured and Indicated resource is 484,000 lbs (291.5 metric tons) U3O8 and 2,420,000 lbs (1097.7 metric tons) V2O5.",Peters (2008b),,,,,,,
ore-239,ore_site,Unnamed zinc site 239,CO,,39.53332,-106.377,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Central Colorado Mineral Belt carbonate-replacement deposits,"Production: 67.6 million oz Ag (~ 1,890 tons), 400,000 oz Au (~ 11.2 tons), 96,000 tons Cu, 143,700 tons Pb, 847,000 tons Zn, and 200,000 tons of manganiferous iron ore.","Resource for Gilman district: 11.7 million tons ore @8.5% Zn, 1.2% Pb, 0.9% Cu, 230 g/t Ag, and 1.7 g/t Au. Leadville: 47.4 million tons ore @3.5% Zn, 2.9% Pb, 0.106% Cu, 190 g/t Ag, and 2.6 g/t Au.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10017902,,,,,,
ore-24,ore_site,Unnamed zinc site 24,CO,,39.17832,-106.8234,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Central Colorado Mineral Belt carbonate-replacement deposits,"Production: 101 million oz Ag (~2800 metric tons), 294,000 tons Zn, and 11,000 tons Pb.","Resource for Aspen district: 4 million metric tons @2% Zn, 8% Pb, 0.02% Cu, and 1000 g/t of Ag.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10013236,,,,,,
ore-348,ore_site,Unnamed zinc site 348,CO,,39.23388,-106.76006,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Central Colorado Mineral Belt carbonate-replacement deposits,"Production: 8,400 tons Ag, 101 tons Au, 1,200,000 tons Pb, 53,000 tons Cu, 1,235,000 tons Zn, and 0.9 to 2.6 million tons Fe-Mn ore.","Resource 47.4 million tons @3.5% Zn, 2.9% Pb, 0.106% Cu, 190 g/t Ag, and 2.6 g/t Au.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10013378,,,,,,
ore-541,ore_site,Unnamed zinc site 541,CO,,37.85665,-106.93612,point,zinc,zinc,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Alkalic porphyry,Polymetallic sulfide S-R-V-IS,Central Colorado epithermal Au-Ag,Produced silver in the 1980s.,"Inferred resources (2023): 2,570,000 metric tons @1.1% Zn, 1,4% Pb, 11.3 opt Ag, and 0.01 opt Au for 39,850 tons Zn, 49,400 tons Pb, 38,203 oz Ag, and 34 oz Au.",Hecla Mining Company (2023b),,,,,,,
ore-560,ore_site,Unnamed zinc site 560,CO,,39.22809,-106.17561,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Central Colorado Mineral Belt carbonate-replacement deposits,"Production: 1 million oz Ag, 51,500 g Au, 220,000 tons Pb, ~ 3,000 tons Cu, and 70,900 tons Zn.","Resource: 1.17 million tons @2.7% Zn, 6% Pb, and 610 g/ton Ag.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190904,,,,,,
ore-659,ore_site,Unnamed zinc site 659,CO,,39.4836,-106.01532,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Montezuma-Breckenridge polymetallic districts,"Production (1887-1928): 6,500 oz Au, 750,000 oz Ag, 40,700,000 lbs Pb, and 164,600,000 lbs Zn.",Unknown.,MRDS (2005),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10108375,,,,,,
ore-549,ore_site,Unnamed beryllium site 549,CT,,41.45079,-72.51312,point,beryllium,beryllium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Sn (granite-related),Pegmatite LCT,Connecticut pegmatites,District production (1942-1945): estimated as 26 tons beryl.,Unknown.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240541,,,,,,
ore-256,ore_site,Unnamed REE site 256,FL,,29.9072,-81.73379,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,"Production (1972-2005): 229,000,000 short tons ore @3.5% heavy minerals.","Resources (1997): 274,000,000 tonnes ore @33.8% ilmenite-leucoxene, 0.7% monazite-xenotime, 8.8% rutile, and 15.1% zircon.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-316,ore_site,Unnamed REE site 316,FL,,30.30303,-81.56256,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,"Production (1943-1964): 241,723,000 metric tons ore @5.5% heavy minerals.","Resource (1997): 242,000,000 tonnes @39.1% ilmenite-leucoxene, 0.6% monazite-xenotime, 8.5% rutile, and 13% zircon.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-492,ore_site,Unnamed REE site 492,FL,,30.22395,-81.3727,point,REE,REE,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Monazite/xenotime,Lower Shoreline Placers,Production (1925): 1 short ton monazite.,Unknown.,Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-624,ore_site,Unnamed REE site 624,FL,,30.16496,-82.04738,point,REE,"REE, titanium, zirconium",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,"Production (1949-present): ilmenite, zircon, staurolite. Not all data available. Zircon production (1982-1986): 115,435 metric tons. Ilmenite production (1971-1986): Annual concentrate production ranged from about 65,000 to 90,000 metric tons containing 61-71% TiO2.","Reserve (1997): 1,328,000,000 metric tonnes ore @0.03% monazite, 36.8% ilmenite, 1.7% rutile, and 15% zircon.",MRDS (2005); Bellora and others (2019),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10288842; https://doi.org/10.5066/F7FN15D1,,,,,,
ore-684,ore_site,Unnamed REE site 684,FL,,30.66667,-81.56667,point,REE,"REE, titanium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,None.,"Resource (1997): 142,000,000 tonnes ore @52.7% ilmenite-leucoxene, 0.2% monazite-xenotime, 7.4% rutile, and 16% zircon.",Elsner (1997),,,,,,,
ore-92,ore_site,Unnamed REE site 92,FL,,30.74103,-81.98456,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,"Production (1974-1979): 16,316,745 metric tonnes ore @3.75% heavy minerals.","Reserve (Cabin Bluff; 1991): 26,325,000 metric tonnes ore @3.4% heavy minerals.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-10,ore_site,Unnamed titanium site 10,FL,,30.61695,-81.44983,point,titanium,"titanium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,None.,"Mineral resource (1993): 4,000,000 long tons @42% ilmenite-leucoxene, 5.8% rutile, and 13.2% zircon. However, the proposed mining project was postponed and the property was developed into the Amelia island Plantation resort.","MRDS (2005); Pirkle and others (1993, 2007)",https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10093328,,,,,,
ore-105,ore_site,Unnamed REE site 105,GA,,31.31667,-81.46667,point,REE,REE,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Monazite/xenotime,Lower Shoreline Placers,Unknown.,"Historical resource estimate: 65,850,000 metric tons @0.028% lanthanides (0.0285% monazite).","U.S. Bureau of Mines (1982, unpublished data); Jackson and Christiansen (1993)",,,,,,,
ore-176,ore_site,Unnamed REE site 176,GA,,30.84653,-81.42642,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Monazite/xenotime,Lower Shoreline Placers,None.,Resource (1982) 241 Mt @0.0178% monazite or 0.011% REO.,Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-222,ore_site,Unnamed REE site 222,GA,,30.88175,-81.98046,point,REE,"REE, titanium, zirconium",Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene; Monazite/xenotime; Zircon,Lower Shoreline Placers,Unknown.,"Reserve (1997): 38,000,000 metric tons @31% ilmenite-leucoxene, 1% monazite-xenotime, 7% rutile and 9% zircon.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-610,ore_site,Unnamed aluminum site 610,GA,,32.18268,-84.08131,point,aluminum,aluminum,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Chemical weathering,Bauxite,Georgia bauxite,"Production (1941-1949): virtually all major production from the district was from the Thigpen and nearby Hatton mines. In 1943, stripping was on-going at all Thigpen mines.","Resources (1971): 63,500 metric tons @38% Al2O3. District reserve estimates (1948) for bauxite, bauxitic clay, and kaolin: 5,900,000 long tons bauxite (all grades); 8,090,000 long tons bauxitic clay @45-51% Al2O3; 15,830,000 long tons bauxitic clay @40-45% Al2O3, and 245,500,000 long tons kaolin.",MRDS (2005); Zapp (1965),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265754,,,,,,
ore-120,ore_site,Unnamed heavy minerals site 120,GA,,30.9252,-81.5972,point,heavy minerals,"heavy minerals, titanium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Lower Shoreline Placers,None.,"Reserve (Cabin Bluff deposit; 1991): 1,170,000 long tons heavy minerals; 488,000 long tons TiO2; (Ceylon; 1991): 64,350 long tons heavy minerals, 23,571 long tons TiO2; (Ocean Pond; 1991): 62,250 long tons heavy minerals, 24,421 long tons TiO2; (Pine Barren; 1991): 56,670 long tons heavy minerals; 22,232 long tons TiO2; (Copeland; 1991): 106,000 long tons heavy minerals, 37,000 long tons TiO2.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-407,ore_site,Unnamed titanium site 407,GA,,31.0715,-81.96367,point,titanium,"titanium, zirconium",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Ilmenite/rutile/leucoxene,Fall Zone Placers,"Production from Mission South (2014): 5,000 metric tons of zircon. The mineral assemblage is highly variable: ilmenite plus leucoxene percentages can range 25%-45%, rutile from 9%-20%, and zircon from 9%-24%.","Unavailable. Chemours operates a mineral sands mine in Jesup, GA in addition to the Mission mine.",Oladeni (2022); Van Gosen and Ellefsen (2018),,,,,,,
ore-324,ore_site,Unnamed aluminum site 324,HI,,22.07404,-159.50228,point,aluminum,"aluminum, titanium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Chemical weathering,Bauxite,Hawaii bauxite,None.,"Resource (1971): estimated to be 110 million tons ferruginous bauxite containing an average of 25.9% Al2O3, 4.7% SiO2, 39.4% Fe2O3 and 6.7% TiO2.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144218,,,,,,
ore-123,ore_site,Unnamed REE site 123,ID,,42.72755,-111.37263,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1984): 11,000,000 metric tons ore @0.155% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-189,ore_site,Unnamed REE site 189,ID,,45.32748,-113.94673,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Magmatic REE,Carbonatite,Sheep Creek-Mineral Hill,None.,"Total Inferred resources (2008): 5,800,000 metric tons @1.22% lanthanides and 0.210% Th. Preliminary estimates of amounts of individual REE: about 22,600 t of Ce at a grade of about 0.34%, 17,125 t of Nd at about 0.25%, 8,220 t La at about 0.12%, 5,480 t of Sm at about 0.08%, 4,795 t of Y at about 0.07%, 3,425 t of P at about 0.05 , 3,425 t of Gd at about 0.05%, and 1,370 t of Dy and Eu at about 0.02%, each, and a total of 685 t of the other remaining heavy rare earths at about 0.005% or less each.",Reed (2008),,,,,,,
ore-232,ore_site,Unnamed REE site 232,ID,,43.0485,-112.1119,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1989): 18,000,000 metric tons @0.1% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-276,ore_site,Unnamed REE site 276,ID,,42.8762,-111.4732,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1989): 847,000 tons @0.189% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-295,ore_site,Unnamed REE site 295,ID,,42.70217,-111.25382,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,None.,"Resource (1989): 23,000,000 metric tons ore @0.16% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-356,ore_site,Unnamed REE site 356,ID,,44.47657,-115.9884,point,REE,REE,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Monazite/xenotime,Idaho Critical Mineral Placers,"Production (1950-1955): 12,880,000 yd3 bulk material @0.002 tons/yd3 zircon, 0.000351 tons/yd3 garnet, 0.000551 tons/yd3 monazite, 0.0061 tons/yd3 ilmenite. Location from MRDS and Boilings Springs 1:62,500 quadrangle.",Unknown.,MRDS (2005); Bellora and others (2019),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10266505; https://doi.org/10.5066/F7FN15D1,,,,,,
ore-386,ore_site,Unnamed REE site 386,ID,,42.7634,-111.3089,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1989): 6,350,000 metric tons @0.1% REE and 25% P2O5.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-412,ore_site,Unnamed REE site 412,ID,,44.90378,-115.2674,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Metamorphic,"Gneiss REE (monazite, xenotime)",Yellow Pine/Stibnite Mining District,None.,"Resource (1973): 95,000 tons ore, @7.2 lbs/ton REE (represents about 310 metric tons REE).",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-421,ore_site,Unnamed REE site 421,ID,,42.6393,-111.2855,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1989): 5,400,000 metric tons @0.166% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-439,ore_site,Unnamed REE site 439,ID,,42.905,-111.5082,point,REE,"REE, vanadium",Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resources (1985): 3,200,000 metric tons ore @0.1% REO and 27% P2O5; (1976): 84,000 short tons F, 385 short tone U, and 2,800 short tons V.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-471,ore_site,Unnamed REE site 471,ID,,44.50877,-115.97737,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Monazite/xenotime,Idaho Critical Mineral Placers,None.,Resource (1982): 172.5 million tonnes @0.0186% monazite or 0.011% REO.,"MRDS (2005); Jackson and Christiansen (1993); U.S. Bureau of Mines (1982, unpublished data)",https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10266660,,,,,,
ore-577,ore_site,Unnamed REE site 577,ID,,42.6968,-111.1319,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1989): 35,000,000 metric tons ore @0.158% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-623,ore_site,Unnamed REE site 623,ID,,42.73333,-111.4166,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,None.,"Resource (1984): 27,000,000 metric tons ore @0.159% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-65,ore_site,Unnamed REE site 65,ID,,42.7907,-111.5244,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Phosphate,Phosphoria Formation,Production of phosphate.,"Resource (1984): 5,900,000 metric tons ore @0.16% monazite.",Bellora and others (2019),https://doi.org/10.5066/F7FN15D1,,,,,,
ore-277,ore_site,Unnamed antimony site 277,ID,,43.85958,-115.34454,point,antimony,antimony,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Orogenic*,Antimony,Boise antimony,"Production (1947-1950?): 5,000 tons ore, containing about 640 tons Sb, of which 550 tons were recovered.",Unknown.,MRDS (2005); Popoff (1953),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10070739,,,,,,
ore-679,ore_site,Unnamed antimony site 679,ID,,44.9284,-115.3354,point,antimony,"antimony, tungsten",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Orogenic,Gold,Yellow Pine/Stibnite Mining District,"Production (1938-1992): 6,496,838 short tons ore @0.27 troy oz/ton Ag, 0.132% WO3, 0.62% Sb, 0.07384 troy oz/ton Au.","Inferred resource (2019): 9,031,000 metric tons ore @0.03% Sb, 1.31 g/metric ton Au, and 1.5 g/t Ag. Probable reserve (2019): 39,903,000 metric tons @0.098% Sb, 3.1 g/t Ag, and 1.97 g/t Au.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-680,ore_site,Unnamed antimony site 680,ID,,44.8981,-115.3384,point,antimony,"antimony, tungsten",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Orogenic,Gold,Yellow Pine/Stibnite Mining District,"Production (1928-1939): 303,853 short tons ore @0.598523 troy oz/ton Ag, 0.0022% WO3, 1.237% Sb, and 0.17 troy oz/ton Au.","Inferred resource (2019): 7,451,000 metric tons ore @1.52 g/t Au, 0.11% Sb, and 4.51 g/t Ag. Probable reserve (2019): 13,998,000 metric tons ore @1.53 g/t Au, 2.95 g/t Ag, and 0.132% Sb.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-681,ore_site,Unnamed antimony site 681,ID,,44.9318,-115.3188,point,antimony,antimony,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Orogenic,Gold,Yellow Pine/Stibnite Mining District,"Production (1978-1997): 8,156,942 short tons ore @0.0184 troy oz/ton Ag and 0.0557 g/ton Au.","Inferred resource (2020): 8,546,000 metric tons ore @0.68 g/metric ton Ag, 0.006% Sb, and 1.15 g/t Au. Probable reserve (2020): 32,341,000 metric tons ore @1.22 g/t Au and 1.36 g/metric ton Ag.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-290,ore_site,Unnamed arsenic site 290,ID,,48.16657,-116.17545,point,arsenic,"arsenic, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Coeur d'Alene-type,Polymetallic sulfide,Clark Fork,"Production (1925-1943, in terms of gross metal content): 109,592 short tons ore, 28.9 fine oz Au, 319,236 fine oz Ag, 3,562 lbs Cu, 10,077,846 lbs Pb, and 774,300 lbs Zn (Zn produced only in 1942 and 1943). Enough arsenopyrite in the ore to contribute 1 to 1.5% As to concentrates shipped to smelter.",Unknown.,MRDS (2005); Anderson (1947),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10088842,,,,,,
ore-598,ore_site,Unnamed barite site 598,ID,,43.54879,-114.48981,point,barite,barite,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Barite (replacement and bedded),Central Idaho barite,"Production (1949): 6,700 tons barite; the best ore grade was 84 to 88% barite (Sun Valley mine produced most of the barite mined in Idaho).",Unknown.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10216701,,,,,,
ore-425,ore_site,Unnamed beryllium site 425,ID,,46.88956,-116.57933,point,beryllium,beryllium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Reduced intrusion-related,Pegmatite LCT,Latah County beryllium,"Production (1946-1954): 235,800 metric tons ore @0.18% Be.",Unknown.,MRDS (2005),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290309,,,,,,
ore-297,ore_site,Unnamed cobalt site 297,ID,,45.13384,-114.35805,point,cobalt,cobalt,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide copper gold,Idaho Cobalt Belt,None (planned to start in 2023). Includes historical Blackbird and Ram deposits. See Blackbird production.,"Total reserves and resources (2020): 6,810,000 metric tons @0.41% Co, 0.64% Cu, and 0.4520 g/t Au.",Sletten and others (2020),,,,,,,
ore-305,ore_site,Unnamed cobalt site 305,ID,,44.9627,-114.1218,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide copper gold,Idaho Cobalt Belt,None.,"Total Measured, Indicated, and Inferred resources (2023): 5,682,000 metric tons @0.160% Co (9,268 metric tons Co) and 0.86% Cu.",Burger and others (2018); Electra Battery Materials Corporation (2023),https://doi.org/10.5066/P9V74HIU,,,,,,
ore-506,ore_site,Unnamed cobalt site 506,ID,,45.14378,-114.35994,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide copper gold,Idaho Cobalt Belt,None.,"Proven + Probable mineral reserve (2017): 3,662,000 tons ore @0.47% Co, 0.68% Cu, and 0.015 oz/ton Au; cutoff grade 0.25% Co. Inferred mineral resource (2017): 0.68% Cu, 0.51% Co, and 0.012 oz/ton Au; cutoff grade 0.2% Co. Measured + Indicated mineral resource (2017): 0.59% Co, 0.73% Cu, and 0.16 oz/ton Au; cutoff grade 0.2% Co.",Burger and others (2018),https://doi.org/10.5066/P9V74HIU,,,,,,
ore-538,ore_site,Unnamed cobalt site 538,ID,,45.29972,-114.55751,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide copper gold,Idaho Cobalt Belt,None.,"Probable geologic resource (1979) 1,270,000 tons ore @0.2% Co, 1.3% Cu, 0.015 oz/ton Au, and 0.3 oz/ton Ag.",Burger and others (2018),https://doi.org/10.5066/P9V74HIU,,,,,,
